"target","fips","samplesize","p1","p2","p3","p4","p5","p6","p7","p8","cverror1","cverror2","cverror3","cverror4","cverror5","cverror6","cverror7","cverror8","MSEout1","MSEout2","MSEout3","MSEout4","MSEout5","MSEout6","MSEout7","MSEout8","MSEoutSA","MSEttest1","MSEttest2","MSEttest3","MSEttest4","MSEttest5","MSEttest6","MSEttest7","MSEttest8"
1,376,256,0,0,"0","0","0",0,1,0,-331.764177651977,-206.407067838937,-217.419456747204,-206.407067838937,-217.419456747204,-217.419456747204,4410311831397342208,-334.457920374324,463.89358876833,539.671179482358,521.798905535109,539.671179482358,521.798905535109,521.798905535109,21702011589374205952,460.805177086156,687.296409926661,1.27579178209349e-15,6.09364932820393e-35,7.11063677665506e-33,6.09364932820393e-35,7.11063677665506e-33,7.11063677665506e-33,4.99627063369634e-88,1.3731368457823e-16
1,377,32,0,0,"0","0","0",0,1,0,-504.617239055145,-491.575435099608,-491.575435099608,-185.429468406916,-425.377195410472,-425.377195410472,16261884346884050944,-504.130233095952,1616.33888874385,2495.56219604698,2495.56219604698,2495.56219604698,2388.65605689304,2388.65605689304,59116421272361672,1771.40527445209,3190.57811194137,2.60448753194211e-47,1.79106043526089e-28,1.79106043526089e-28,1.79106043526089e-28,1.09693522221513e-32,1.09693522221513e-32,3.38511603319622e-88,2.70926014898473e-45
1,377,64,0,0,"0","0","0",0,1,0,-581.340838377807,-465.022795448907,-224.130849931207,-465.022795448907,-155.90637434669,-155.90637434669,3.17984843543971e+20,-338.075852790457,1686.11201236708,2489.71840621294,2427.54067569817,2489.71840621294,2199.26542560501,2199.26542560501,1.24584983046135e+21,1731.50601859488,3220.28139831989,2.50489961110943e-34,5.55709761211598e-25,1.06103813864483e-34,5.55709761211598e-25,6.75097762105212e-43,6.75097762105212e-43,4.91847786031035e-78,2.72760989682473e-35
1,377,128,0,0,"0","0","0",0,1,0,-1155.11946182451,-1014.91413674883,-919.502178505813,-1014.91413674883,-941.672780896126,-941.672780896126,3.11352339162214e+20,-1209.25568909272,1542.51991025672,2586.64902707768,2469.94083515229,2586.64902707768,2219.38067930216,2219.38067930216,5.19801767442734e+20,1547.38880343168,3328.05080262667,6.58542825473529e-40,1.8273059108732e-29,5.81749185226798e-39,1.8273059108732e-29,4.17566408145423e-44,4.17566408145423e-44,6.72678663379299e-90,8.84420628478307e-41
1,377,256,0,0,"0","0","0",0,1,0,-1458.27877800886,-696.828727013262,-835.601675952389,-696.828727013262,-1077.35715841527,-1077.35715841527,3.10554516623194e+21,-1477.65125634547,1581.97010268447,2548.71318549365,2501.85411212336,2548.71318549365,2282.47426703903,2282.47426703903,7.40710018126418e+21,1575.0482713894,3334.9837893721,1.27225369813001e-38,9.54217350200961e-36,1.55417889192873e-46,9.54217350200961e-36,6.35255268492659e-51,6.35255268492659e-51,2.16642860355442e-94,1.81832972634597e-39
1,378,16,0.9547,0.1468,"0.1331","0.1331","0.1356",0.1356,0.9918,0.7783,-682.9232340364,-41.6312136843869,-74.9426856222533,-69.0581479084574,-241.574130179417,-241.574130179417,43752202.3731556,-250.871204788659,226.810226385791,231.775991379577,240.481230124074,240.481230124074,195.310114092914,195.310114092914,10867627680.901,175.764260701401,258.024543244667,0.022175822403962,5.42602726262594e-22,2.26601183950233e-07,2.26601183950233e-07,7.19739266686438e-41,7.19739266686438e-41,1.34590804695133e-99,9.89239721196327e-13
1,378,32,0,0,"0","0","0",0,1,0.0013,-25.955450509898,-12.4892975660097,-12.3530477671202,-12.3530477671202,-12.3530477671202,-12.3530477671202,10009861992826765312,-4.5175766942686,184.033717095684,222.260016807926,239.234815645071,239.234815645071,239.234815645071,239.234815645071,87927704846260830208,188.820368599681,275.776432447516,1.95881066912561e-27,2.24790541139292e-42,3.86771502118929e-39,3.86771502118929e-39,3.86771502118929e-39,3.86771502118929e-39,1.38706730726528e-98,1.06162792234687e-34
1,378,64,0,0,"0","0","0",0,1,0,53.2388460911279,-1.36412131282347,-11.02548192744,-1.36412131282347,-16.8399371486094,-16.8399371486094,22536396687413587968,53.5227719612561,162.166262165233,235.099899016331,227.29762002702,235.099899016331,217.319136917744,217.319136917744,1.48408942229621e+20,168.619448366103,286.454760292629,3.15565672350767e-24,2.3911587262742e-36,4.30427797123108e-41,2.3911587262742e-36,2.87036561146014e-46,2.87036561146014e-46,5.82399323194922e-98,3.77405492086125e-33
1,378,128,0,0,"0","0","0",0,1,0,-136.046197638584,-33.2502210874437,-51.1390210714864,-12.6396999303846,-78.775161603582,-78.775161603582,67227600816141776,-134.147906793279,160.491786372579,233.506268158587,228.953991065344,251.350255472858,211.627916363476,211.627916363476,4430396026967916544,161.39968291953,285.890544405292,1.4528953366074e-29,2.26430167172361e-38,9.09538202557805e-44,5.44994789271089e-30,6.87231759821507e-49,6.87231759821507e-49,4.25192021928537e-96,1.91345861207352e-34
1,379,16,0.6748,0.9918,"0.5346","0.8572","0.4343",0.4343,0.9918,0.7993,-218.616331248353,-163.693553929608,21.4361094698156,191.619332913671,-248.85508475147,172.78940883339,50844423353.1665,-240.44139703406,470.513292275022,820.072462283734,786.238719273174,852.726935331167,646.220556294582,646.220556294582,13514433804.5334,641.361505990158,857.93942286533,7.80819142577163e-29,3.93240178456564e-05,2.25324051561072e-10,0.0415353366410205,9.32923129932409e-41,9.32923129932409e-41,7.89313489370885e-99,2.5373781213091e-45
1,379,32,3e-04,0,"0","0","0",0,1,0,-432.295474572169,-151.318137821662,-239.891929570409,-190.191612149286,-273.446307081388,-273.446307081388,115349739850563264,-418.383483595084,459.309060817654,741.390999296019,687.302475942529,701.285233174876,583.751758190625,583.751758190625,51987339449480871936,476.627420779551,772.561956428047,5.24815227829414e-28,0.000166869408146692,2.20631911862256e-19,3.3824120771922e-12,1.87675616061262e-34,1.87675616061262e-34,5.50987476997674e-92,1.37200215820263e-33
1,379,64,0,0,"0","0","0",0,1,0,-464.037984982861,-104.005172301453,-180.5380677499,-288.54710748988,-283.45186455985,-283.45186455985,1.86060398735658e+20,-492.916216477324,450.800657673952,835.054981082931,758.587221682174,774.431149093502,635.790104330783,635.790104330783,22356241912818061312,468.373916760017,883.418691268799,1.76918880482585e-36,3.95638588000024e-07,1.98677580493795e-31,2.22400606691675e-13,2.84965527807924e-46,2.84965527807924e-46,2.6671808992516e-82,1.01438514071146e-37
1,379,128,0,0,"0","0","0",0,1,0,-483.519116106124,-152.432884154402,-209.123700423892,-161.507954823588,-292.550102964645,-292.550102964645,197573087211113152,-471.627180358949,420.755239482407,795.817171481602,728.671388871312,712.139399820723,600.278090607498,600.278090607498,1301133047195928832,426.693184560908,837.777249566121,5.71632889925033e-36,3.83301187127137e-06,1.08988244543228e-27,1.38324376912151e-09,1.54993081099833e-45,1.54993081099833e-45,2.51149324107543e-89,1.46990516807179e-37
1,379,256,0,0,"0","0","0",0,1,0,-487.166327528957,-90.1045042634174,-172.69744573385,-163.236491704287,-284.462092479699,-284.462092479699,7.06351630831487e+20,-486.608906360492,387.11452948621,810.282722033118,731.472260987159,757.061023301274,595.968481718262,595.968481718262,9.49660207541211e+20,391.749965252315,857.438300595681,2.33323943164932e-42,8.42230472020623e-07,1.12163046972465e-30,2.17525835389624e-12,2.57208343346774e-51,2.57208343346774e-51,4.34989486961066e-86,6.45216708631437e-43
1,380,16,0.3734,0,"0.4086","0","0.4086",0.4086,0.9918,0.2982,-28.0910818287199,-14.3407466056802,-18.3612806638225,-14.3407466056802,-15.7351997138614,-15.7351997138614,4181626217426054,-17.698174020255,62.8853625972924,71.1632580389146,74.38621007986,71.1632580389146,74.38621007986,74.38621007986,229101.598388861,68.607282021802,65.3986062987203,0.278250165364688,1.81339630055622e-09,4.03218425461579e-11,1.81339630055622e-09,4.03218425461579e-11,4.03218425461579e-11,4.36688817509056e-88,0.00332244071142023
1,380,32,0,0,"0","0","0",0,1,0,-40.9927361169755,-7.79964544934651,-0.531327054022313,-0.895972988857494,-0.50858218436565,-0.50858218436565,308968544.899206,-38.4128953978631,43.0244844312229,62.948540819893,62.948540819893,60.8279886322886,60.8279886322886,60.8279886322886,23206980.9883577,43.3782545215111,63.4936450472857,2.492517669552e-17,0.397684358509667,0.397684358509667,0.00057713540510764,0.00057713540510764,0.00057713540510764,2.93074424963902e-95,5.83805688631988e-20
1,380,64,0,1,"0","0","0",0,1,0,-2.71010525767945,2.86664607654285,2.86664607654285,2.50310373176038,14.0824803127669,14.0824803127669,3498126977720926208,-2.48282121497181,41.5509735661573,59.2479437460709,57.6315094114583,57.6346551555005,57.6346551555005,57.6346551555005,133357948154506704,43.6393100488505,58.6747661379089,1.06456025158158e-22,0.594335515053175,0.0878524486931934,0.202609869089769,0.202609869089769,0.202609869089769,2.60699529503528e-98,2.36250612576946e-27
1,380,128,0,1,"0","0","0",0,1,0,-0.221244239963099,4.97636522848381,2.86541381266737,3.74300632983743,3.74300632983743,3.74300632983743,466982172691987712,-1.9710031867162,44.4514459412287,63.4619099334123,63.7125234897617,64.1202968347655,55.1373242887265,55.1373242887265,364652612897703808,45.3903608805068,64.7571797919324,3.95891748714909e-21,0.252702733790922,0.0726336247743319,0.402926055163384,1.36145917067604e-23,1.36145917067604e-23,7.69682437667931e-100,4.43650411077415e-25
1,380,256,0,1,"0","0","0",0,1,0,-16.8977704250905,-2.3684753204777,-0.143665339923217,-0.0233786608076514,-9.41570523509491,-9.41570523509491,169875166979453632,-16.9137052784488,44.6991126073836,64.9885977259922,62.9140183929284,61.4088003910936,58.0133097370746,58.0133097370746,121441562837448496,44.7895914368062,65.1310773811496,4.38368755066025e-19,0.903039734828104,0.00385739954736802,1.12309924538251e-05,6.05280802004199e-15,6.05280802004199e-15,1.92621418781864e-97,1.20948777121918e-21
1,381,16,0.9633,0.9918,"No need to compare!","0.9359","0.9885",0.9885,0.9918,0.9986,27.3999274728898,7.73893147308596,21.7778301321999,-3.86758082794305,20.0832341704971,20.0832341704971,92783362786743712,9.79520039222178,45.1622160440688,51.4120712972279,54.3073167514641,51.0115199840704,49.838969130066,49.838969130066,1368012137933583,49.8925203549585,54.3073167514641,7.37339727072393e-17,0.0046963241815721,NA,2.43229547449661e-19,4.18101666642222e-08,4.18101666642222e-08,6.75269610999485e-86,1.36497369766352e-13
1,381,32,0.007,0.0024,"0.0215","0.0024","0.0215",0.0215,1,0.089,-31.9818495244145,-16.8519130984365,-16.8519130984365,-16.8519130984365,-6.21083348532501,-5.09356989993498,99934540779453664,-28.2281888797816,46.6494678832331,53.1624783802328,50.9076200856981,53.1624783802328,50.9076200856981,50.9076200856981,45958932385999536,45.8984566689457,55.5426793821366,2.31482366795774e-06,0.00024804644121008,0.000140180854120493,0.00024804644121008,0.000140180854120493,0.000140180854120493,1.66382574957621e-84,2.47791546682595e-09
1,381,64,0,0,"0","0","0",0,1,0,-3.45069538506793,-6.43193743649484,-6.67022237788564,-0.44958311241615,-0.655400776606584,-0.655400776606584,396996842768762,-3.46234476810529,46.2220902209585,53.022786313613,50.0372987826741,53.022786313613,50.0372987826741,50.0372987826741,88633325186880.7,46.2017233736206,55.955590616383,4.44354066703081e-10,0.00823152427801425,4.38729493751767e-06,0.00823152427801425,4.38729493751767e-06,4.38729493751767e-06,1.01612883437823e-91,1.71132057523279e-11
1,381,128,0,0,"0","0","0",0,1,0,-13.6156053505712,-5.09112824539021,-10.060222163337,-4.96770988553007,-10.060222163337,-10.060222163337,194955831035265,-14.6068520348751,52.4709491216299,58.0256250024792,55.5594191655227,58.0256250024792,55.5594191655227,55.5594191655227,167446698113516384,51.9004533601984,60.5646795491929,3.97147850181269e-05,0.0210983236610826,0.00012038448311417,0.0210983236610826,0.00012038448311417,0.00012038448311417,2.08169088576939e-87,2.5487932983341e-06
1,381,256,0,0,"0","0","0",0,1,0,-6.27268518278148,3.02306311751552,-2.83878448297327,-2.83878448297327,-2.83878448297327,-2.83878448297327,139444234309414304,-6.44834644601021,45.8127858534782,53.5251014564603,50.1966203855794,51.8674011101123,50.1966203855794,50.1966203855794,1507892509284336640,45.7574537812454,55.8133256540562,1.30585097441702e-10,0.0396868741829278,2.04910488708126e-05,2.35220202147342e-08,2.04910488708126e-05,2.04910488708126e-05,2.91757305362495e-91,1.89067750794082e-11
1,382,16,0.5024,0.317,"0.0053","0.0053","0.0062",0.0062,0.9918,0,-946.4510281685,-973.445629971042,-1321.6423426513,-1321.6423426513,-1561.60686612161,-1561.60686612161,3078949956485.86,-1067.02598144533,8295.52535929855,5811.5516501505,6231.26312810462,6231.26312810462,7722.23791911071,7722.23791911071,3232862990545.17,7623.08268589579,6155.75997109866,3.35557809259721e-21,0.00333117516211886,0.574483021292927,0.574483021292927,1.09834499896872e-12,1.09834499896872e-12,2.46999505087734e-106,2.5063910774453e-13
1,382,32,0,0,"0","0","0",0,1,0,-2750.38085251537,-326.62356011503,-723.710969180928,-723.710969180928,-1236.1032911437,-1236.1032911437,1.1732974587273e+20,-1798.31035304125,6540.1373231881,5841.91745597824,5662.86505757215,5662.86505757215,5797.95720753351,5797.95720753351,862997257729192960,6204.69108238066,6254.14304466236,0.0803051929421199,0.00331617512442054,3.90334542090692e-08,3.90334542090692e-08,0.00323748775990521,0.00323748775990521,4.24846797006194e-93,0.725762248697725
1,382,64,0,0,"0","0","0",0,1,0,-3883.67881313189,-2845.78418501826,-2074.08942881076,-2071.57753764272,-1898.28507897981,-1898.28507897981,76467828025409847296,-3692.56365902944,5396.41378303401,5638.79782242108,5617.08562535763,5641.43714914551,5617.08562535763,5617.08562535763,61169610537698344960,5298.91096175133,6562.44116667787,2.62709287517565e-08,7.33490910801057e-11,1.92234907474299e-12,2.79305026990255e-17,1.92234907474299e-12,1.92234907474299e-12,2.96048567661234e-90,2.16503177533314e-10
1,382,128,0,0,"0","0","0",0,1,0,-1317.77635462628,-1222.01833870664,-862.366308522313,-959.518907316286,-846.702670720996,-846.702670720996,5.68838206396047e+20,-1313.86142451828,5361.5774831052,5955.49331962334,6005.48747033641,6005.48747033641,5929.31489737264,5929.31489737264,4.15264028189455e+20,5374.8564001261,6745.34770120597,9.34766765068096e-12,4.93270196079153e-08,2.90058097565275e-11,2.90058097565275e-11,2.89032569170285e-07,2.89032569170285e-07,2.87328942353143e-91,7.37914277583926e-12
1,382,256,0,0,"0","0","0",0,1,0,-2110.19055991749,-1390.68365978694,-1187.39062194601,-1187.39062194601,-1197.99102009195,-1197.99102009195,2.20822553498604e+20,-2123.19012435518,5457.06204525793,5837.63697347658,5763.7251395059,5763.7251395059,5783.34384715444,5783.34384715444,54620917272968888320,5455.54281932549,6340.98190511751,1.15527076582486e-05,0.000188424873921028,3.01017208234346e-08,3.01017208234346e-08,0.000154160108576957,0.000154160108576957,4.08132869581969e-87,9.31772600520894e-06
1,383,16,0.0206,0.0176,"0.0639","0.0176","0.0369",0.0369,0.9918,0.0273,-844.573198023161,-965.623974667467,-1090.33288074579,-965.623974667467,-895.44234619247,-895.44234619247,116318811539051968,-1254.41605392678,1413.18853758684,1809.49362490097,1597.68922227817,1809.49362490097,1511.09244299972,1511.09244299972,4911776459388166144,1418.53064095628,2261.52592719026,7.07192866616615e-19,2.40660243813445e-21,2.42632567411925e-37,2.40660243813445e-21,1.10868870329227e-35,1.10868870329227e-35,1.29036682144023e-88,2.51475833514644e-23
1,383,32,0,0,"0","0","0",0,1,0,-1367.94324522969,-405.356835346437,-683.826013645584,-640.03829256075,-802.928281898108,-802.928281898108,4.45574626836814e+20,-1223.61721717056,1337.29475084774,1744.044212168,1526.74042296572,1526.74042296572,1426.65022308527,1426.65022308527,7.62182681197885e+20,1230.39582024313,2116.20351332784,7.96271760205394e-13,1.25940122589873e-15,4.58400446866479e-32,4.58400446866479e-32,4.0951829128751e-32,4.0951829128751e-32,1.57610709529747e-90,3.07339018390812e-17
1,383,64,0,0,"0","0","0",0,1,0,-1406.15448169352,123.50150518327,-264.73455528177,152.099798748192,-334.633837686048,-334.633837686048,6.60989130875911e+21,-1388.14347477885,1069.14975664956,1631.21383062429,1428.82172075137,1779.06527453612,1355.9699369102,1355.9699369102,2.3096679412376e+21,1049.60792459689,2027.31994659463,2.89919722776868e-28,5.49544409240424e-17,4.99841526633748e-32,2.40743503810762e-27,1.01074537500522e-30,1.01074537500522e-30,4.41738799264411e-81,3.29881809990936e-31
1,383,256,0,0,"0","0","0",0,1,0,-1663.48810236039,-412.580012507033,-794.773102696599,-412.580012507033,-923.676487375192,-923.676487375192,6.2345796643775e+21,-1643.98645357814,1097.35614574985,1669.92867425969,1489.79039082549,1669.92867425969,1411.15147789063,1411.15147789063,9.76956571232563e+22,1097.48573182091,2034.9749333902,9.23195269085215e-35,1.20783298549704e-17,3.77258587502193e-32,1.20783298549704e-17,1.24486946376458e-31,1.24486946376458e-31,4.92552059510838e-102,3.52214983586328e-35
1,384,16,0.7169,0.55,"0.7175","0.36","0.36",0.36,0.9918,0.7329,101.556243321151,119.502677951332,116.910665883015,-49.8742306812312,116.910665883015,116.910665883015,44571551149675.2,64.2469605447782,1335.55387649392,1393.49478834576,1402.2160225793,1676.27663716257,1676.27663716257,1676.27663716257,60491791322588.5,1624.62471087576,1521.90926089269,8.39576001270292e-09,6.41736327775754e-13,2.45322349193555e-07,9.27275399758566e-14,9.27275399758566e-14,9.27275399758566e-14,3.14922222013542e-94,1.30940693621916e-06
1,384,32,3e-04,0,"0","0","4e-04",4e-04,1,0,-226.096621460073,-336.533786192604,-288.759542663083,-358.350576215349,-332.792553708392,-332.792553708392,1016744644246402816,-564.948053027462,1177.04676792834,1458.91933095715,1507.94169233246,1507.94169233246,1182.47733740604,1182.47733740604,1239813165649224448,1208.21528688827,1664.17840732816,9.65931419413463e-22,1.22724182258658e-12,2.92566456676495e-16,2.92566456676495e-16,3.57364037580164e-37,3.57364037580164e-37,2.83833141847187e-94,3.19215078616721e-25
1,384,64,0,0,"0","0","0",0,1,0,54.9334896442722,-44.4740767544997,2.86176494843266,2.86176494843266,2.86176494843266,2.86176494843266,178678441523938816,16.5301065653566,1113.16952659351,1343.8978849212,1365.42166490664,1343.8978849212,1063.44296695121,1063.44296695121,161945985749358432,1086.32041550088,1466.65630535853,3.55689938682867e-11,2.37785133651558e-10,5.22220320726224e-05,2.37785133651558e-10,4.08585864516233e-34,4.08585864516233e-34,1.77414227495094e-101,6.46076044074914e-15
1,384,128,0,0,"0","0","0",0,1,0,-879.674330624859,-223.098406527406,-471.285484754471,-201.774293411358,-809.50444814628,-809.50444814628,1161839336319046656,-903.039799680735,1026.09197711968,1364.19777395178,1274.61500253604,1404.04074968205,1121.21135287745,1121.21135287745,9081659423015960576,1019.82232164892,1548.30774755632,6.23080014179896e-22,1.62943961560962e-13,8.13624117281143e-29,1.36546405836427e-16,5.78336022620777e-39,5.78336022620777e-39,9.5536746604463e-93,3.41313013812001e-23
1,384,256,0,0,"0","0","0",0,1,0,-616.180395191652,-39.0856230310321,-217.258236758268,-39.0856230310321,-504.360787907818,-504.360787907818,92437812837857853440,-621.609058927209,1060.05763560256,1439.97560584651,1352.66346477683,1439.97560584651,1174.87250220701,1174.87250220701,89410925146354089984,1058.71109494322,1649.48112544906,9.14259433462277e-26,3.71875854695227e-17,5.52193438335693e-31,3.71875854695227e-17,9.6349239531985e-42,9.6349239531985e-42,2.16843565006096e-87,1.42986652533713e-26
1,385,16,0.9073,0.2379,"0.2334","0.2334","0.2373",0.2373,0.9918,0.8945,-247.903309412074,-143.182405871024,15.6569608690572,-186.013289253609,30.3067321442163,30.3067321442163,3326640784.69779,-113.644685544966,481.971198609592,407.86427614293,403.061860264233,403.061860264233,368.191035511866,368.191035511866,1330741581711341568,368.296058772428,440.320102686398,0.11268794531638,7.00636896109708e-07,0.0001303420035192,0.0001303420035192,6.05683827866275e-20,6.05683827866275e-20,8.52200264468702e-85,0.000223978764335365
1,385,32,0.008,5e-04,"0","5e-04","0",0,1,0.003,-244.457725653848,-141.565853720659,-142.826462796908,-113.609413470928,-187.087370955579,-187.087370955579,28898504123979120,-174.196740288694,337.665293948809,421.559094305478,404.778555683239,421.559094305478,360.859706835496,360.859706835496,5175238352943788,361.891020060928,446.430940583639,1.62552919434375e-12,0.00117187228092192,6.06722565978528e-13,0.00117187228092192,4.93784755401303e-24,4.93784755401303e-24,1.47985533617812e-88,1.64157282280873e-21
1,385,64,0,0,"0","0","0",0,1,0,-3.28296178316754,36.4103760197914,49.5590243268779,17.5707863218887,55.6242345549719,55.6242345549719,120830743549285552,-2.77774793904717,312.096967380158,388.525906486402,388.525906486402,387.463483124554,381.728778845774,381.728778845774,169204486903622592,305.922419026399,427.554350298481,3.34593529317237e-13,8.1767215392297e-10,8.1767215392297e-10,2.36869858433437e-07,1.36021168546368e-06,1.36021168546368e-06,4.55135660544377e-99,2.156200645967e-16
1,385,128,0,0,"0","0","0",0,1,0,-169.119713202432,-53.6253991382306,-3.09642798092477,5.74173888378374,-119.46619057305,-119.46619057305,1359625392775903,-161.262861588227,313.135302195324,421.654188230524,406.761883152918,403.458203520375,366.407813682735,366.407813682735,425416829735497024,314.362766212996,434.832683695888,1.55725758407458e-15,0.0582106002348879,1.83596689476071e-07,3.85052384252328e-07,3.92636246930249e-19,3.92636246930249e-19,1.82083528290976e-88,2.63956346349801e-16
1,385,256,0,0,"0","0","0",0,1,0,-101.018047539488,6.37672018434972,-16.9135623382992,-35.6920486635514,-44.9281877627118,-44.9281877627118,9119174950370424,-101.442262452887,323.66089902673,457.469730341697,442.240627275321,439.565015554758,398.883978089237,398.883978089237,810266880464420,326.018544099474,471.670525199775,9.39837451826717e-28,0.055042577787297,3.5038447243641e-07,9.66808673099323e-07,1.31449401238782e-19,1.31449401238782e-19,4.11989833513925e-104,3.2952494404499e-28
1,386,32,0,0,"0","0","0",0,1,0,-691.649852242531,-322.113987438069,-443.402845182669,-322.113987438069,-411.779358507428,-411.779358507428,487745474019984960,-538.070614357551,472.709097864006,733.105899263563,651.769772811835,733.105899263563,640.722841341191,640.722841341191,1551410158667887616,469.817919611808,1064.26556124677,7.45376627410446e-34,4.95672031870971e-52,3.97464623815771e-55,4.95672031870971e-52,2.17074713974444e-33,2.17074713974444e-33,4.41032578227215e-88,1.75493259466735e-35
1,386,64,0,0,"0","0","0",0,1,0,-224.037171345365,-305.351285644217,-237.102008338612,-305.351285644217,-23.6619228063607,-23.6619228063607,173167276400729824,-143.55750849454,437.281636378201,708.983545580459,622.969483776384,708.983545580459,582.526224134015,582.526224134015,35654838189478628,437.413033571558,1007.02354890213,2.09334975667442e-45,1.07987240875118e-57,3.94392131063862e-62,1.07987240875118e-57,2.34258741144332e-41,2.34258741144332e-41,1.35151737356746e-85,1.27213408971997e-48
1,387,16,0.6506,0.9424,"0.7447","0.9424","0.7447",0.7447,0.9918,0.3332,319.787128876122,-22.2517908676914,-49.546777318309,20.4393176919199,-49.546777318309,-49.546777318309,2518816869056442368,-24.1427048272823,1708.12801547967,1518.63806037347,1540.97791076502,1518.63806037347,1540.97791076502,1540.97791076502,3350569325805359616,1562.07075895569,1594.86107399911,0.00155717076293432,0.00180905365425694,0.0119729916198969,0.00180905365425694,0.0119729916198969,0.0119729916198969,7.3479316946909e-88,0.0844562557989222
1,387,32,0.0011,0,"0","0","0",0,1,0.0127,-94.2042100089598,-53.3059815830138,-53.3059815830138,-53.3059815830138,-53.3059815830138,-53.3059815830138,5886762385008324608,-81.4210567268883,2050.78661172359,1489.21232618074,1489.21232618074,1489.21232618074,1489.21232618074,1489.21232618074,14110586335888345088,1853.90404509934,1544.57613377195,6.77541130554265e-21,0.0179261255223706,0.0179261255223706,0.0179261255223706,0.0179261255223706,0.0179261255223706,3.52995947100821e-90,3.96224251503039e-14
1,387,64,0,1,"0","0","0",0,1,0,86.6886152797979,6.03747765223579,16.5035621252043,16.5035621252043,21.1587315845818,54.3447506557939,1141027722103201664,64.5508741633091,1562.39176440616,1581.65670172121,1555.61148126563,1555.61148126563,1558.47692096712,1558.47692096712,252053396194379648,1562.96272040619,1653.77195487367,1.28232979100149e-08,0.00252193975305797,2.56895938974289e-10,2.56895938974289e-10,1.12838257154063e-05,1.12838257154063e-05,8.93410410389061e-101,1.45887133191323e-08
1,387,128,0,0,"0","0","0",0,1,0,-230.18557627085,-53.0292273264995,-87.3725893184271,-98.0941257475386,-101.964811917174,-141.189143240834,3.0979040524733e+19,-190.399711323426,1573.99087602242,1588.64725850336,1546.60670958928,1546.60670958928,1546.60670958928,1550.07223285112,21911396899264548864,1559.81383803728,1641.82776613393,0.0109593379351416,0.0328893927541388,8.88721758925955e-09,8.88721758925955e-09,8.88721758925955e-09,2.27007454976393e-09,4.9756194071825e-91,0.000525366458265867
1,387,256,0,0,"0","0","0",0,1,0,88.7538012574803,26.5521173650689,42.1071212040433,31.2270866188398,42.1071212040433,42.1071212040433,39751711271900135424,78.7417107717661,1547.49955665084,1555.85449863013,1555.85449863013,1563.21873035146,1555.85449863013,1555.85449863013,33270857121221369856,1548.05632619604,1668.73106804526,4.08475640429513e-05,2.09265473131122e-06,2.09265473131122e-06,1.11360018886486e-09,2.09265473131122e-06,2.09265473131122e-06,2.2663420870873e-86,3.03381326748529e-05
1,388,16,0.9986,0.9325,"0.9329","0.9329","0.9368",0.9368,0.9918,0.9346,-45.0292469968301,5.52624776548748,-19.4316446654851,-18.9851570546948,-41.7333970568312,-41.7333970568312,161436010.228742,-63.3849753484411,575.951681833051,420.204655434235,395.855563851335,395.855563851335,415.661364299917,415.661364299917,32442776922742431744,397.69537389002,404.23191325831,1.12016232572436e-11,0.00508718003269588,0.217586752357986,0.217586752357986,0.146591468629317,0.146591468629317,1.3158886498955e-78,0.294411525317272
1,388,32,0.0468,0.1428,"0.1428","0.1428","0.1428",0.5077,1,0.0453,79.7803054904771,24.5209657165075,24.5209657165075,24.5209657165075,24.5209657165075,5.40579265844895,4210011119225961984,2.97960343137754,363.551892247413,415.260045045971,415.260045045971,415.260045045971,415.260045045971,380.993259722486,370174540158328640,382.675761436512,414.869865656323,3.32329162896314e-07,0.943464893730968,0.943464893730968,0.943464893730968,0.943464893730968,1.91598117071927e-06,3.49474663436928e-85,1.91293696487839e-05
1,388,64,2e-04,0,"0","0","0",0,1,0.0015,-87.8677366775823,-2.38155350032036,-24.7159354395459,-42.4797049496663,-42.4797049496663,-42.4797049496663,11413649882975383552,-87.3139958768151,332.131725541881,450.525843253111,416.210999681789,407.364845562606,407.364845562606,403.987426261891,4878213219142632,334.474618887096,445.615432711853,8.83167684805498e-17,0.38342908969969,4.00688448952894e-05,3.5993217616282e-19,3.5993217616282e-19,9.07204353729664e-16,7.89413331497455e-85,1.97914103162563e-19
1,388,128,0,0,"0","0","0",0,1,0,-154.852894400747,-62.0720776180077,-62.0720776180077,-62.0720776180077,-61.0998436472141,-90.6747969309895,4596132612657768,-156.51328150996,318.569315072003,379.638968845884,379.638968845884,379.638968845884,379.638968845884,381.935137811798,3984575178582434,317.911298464967,413.128548264765,4.83980505217818e-13,2.81667347780027e-17,2.81667347780027e-17,2.81667347780027e-17,2.81667347780027e-17,5.48276962306517e-10,5.8323673606697e-93,6.5407740224762e-14
1,388,256,0,0,"0","0","0",0,1,0,-119.342605550481,22.9385741880137,-19.7330389233176,-43.8247387074309,-43.8247387074309,-43.8247387074309,4943980174156451840,-119.921223677213,320.350582617457,395.813887608341,395.813887608341,395.813887608341,395.813887608341,396.50377529327,1049960934700715008,320.909962789666,428.836466709223,2.50810412295269e-17,7.31349010462217e-14,7.31349010462217e-14,7.31349010462217e-14,7.31349010462217e-14,8.58018676237082e-10,2.01302263815805e-88,1.05023834418929e-17
