"condition","judge_draws","judgments_draw","samplesize","MSEout_OW","MSEout_OW_pos","MSEout_CWM","MSEout_SA","p_OW","p_OW_pos","p_CWM"
1,9,18,20,28180.3240678834,27787.8705041363,28853.728125,26640.274,0.9617,0.9962,"0.9991"
1,9,19,20,32013.8249050125,31654.8083281824,26339.28,26339.28,1,0.9985,"No need to compare!"
1,9,20,20,22438.8514847312,22387.7314856725,25732.158,25732.158,0.8264,0.8046,"No need to compare!"
1,9,21,20,37282.1091759144,33489.849901841,31698.45,20550.766,0.9395,0.9542,"0.9988"
1,9,22,20,32001.301702683,29231.096720765,24603.80625,21127.316,0.9044,0.8478,"0.9601"
1,9,23,20,30706.584379725,31056.8940057289,54541.4666666667,24976.158,0.9124,0.973,"0.9992"
1,9,24,20,40332.3457129037,33259.0787724134,28594.3277777778,24029.806,0.8378,0.938,"0.7241"
1,9,25,20,51424.7435713367,30931.3361598878,35570.759375,25292.532,0.993,0.8737,"0.8454"
1,9,26,20,34346.3506026207,34660.6682188538,74728.1125,24550.368,0.8081,0.6273,"0.9985"
1,9,27,20,39816.0501203083,39892.5182519228,31647.382,31647.382,0.971,0.8452,"No need to compare!"
1,9,28,20,42448.3822336346,42650.6455152986,43130.690625,37771.868,0.6518,0.3291,"0.9023"
1,9,29,20,61975.5178790733,42911.7181689547,46443.0333333333,24997.284,0.9114,0.9856,"0.994"
1,9,30,20,31087.6734706071,31094.8519537449,31992.238,31992.238,0.9965,1,"No need to compare!"
1,9,31,20,42587.8018491689,37813.5307141786,30316.1375,21289.268,0.9472,0.9829,"0.9427"
1,9,32,20,23259.9726442599,23294.9012850171,27311.46875,20853.866,1,0.9991,"0.9993"
1,9,33,20,44867.0220215979,32451.7229590418,26196.85,26196.85,0.8053,0.4766,"No need to compare!"
1,9,34,20,89922.01105061,34657.9653487133,32181.8875,16844.262,0.9933,0.9186,"0.9001"
1,9,35,20,35079.3862743301,33554.5290516441,41738.4555555555,28673.174,0.2218,0.1018,"0.5009"
1,9,36,20,35173.4844767641,35262.5722433802,28451.6444444444,25178.934,0.9928,0.9916,"0.9962"
1,9,37,20,24218.7299088516,20175.327549969,24414.65,19617.424,0.9138,0.9589,"0.9752"
1,9,38,20,30555.2345892608,25861.5387420872,27323.81875,24444.624,0.9996,0.9985,"0.9817"
1,9,39,20,28919.284597774,28840.4898340564,27945.568,27945.568,0.9947,0.9982,"No need to compare!"
1,9,40,20,37335.5401885897,35727.8358185239,30252.63125,29023.612,0.7576,0.3417,"0.59"
1,9,41,20,36817.8332656235,37458.8225680362,78896.3875,20099.68,0.91,0.9517,"0.9977"
1,9,42,20,40254.7615812929,23173.3581973352,23893.765625,22600.206,0.9604,0.9471,"0.9838"
1,9,43,20,31861.4033638617,31955.6883589831,27664.796,27664.796,0.9941,0.9988,"No need to compare!"
1,9,44,20,27747.6026107565,27536.8764887428,22661.74375,21574.174,0.9959,0.8643,"0.9812"
1,9,45,20,30782.9514770804,26688.574630609,35239.109375,24688.876,0.6304,0.7256,"0.7473"
1,9,46,20,74473.0590072931,72131.7488535391,46329.75,27495.236,0.9758,0.9929,"0.9528"
1,9,47,20,57473.520552127,53926.6882252012,25023.421875,21508.974,0.7253,0.8775,"0.9032"
1,9,48,20,34845.1365913409,34866.2233710438,35138.79,35138.79,0.9998,0.7553,"No need to compare!"
1,9,49,20,40482.0673593466,32648.7159543748,69510.075,21050.958,0.8356,0.8807,"0.9979"
1,9,50,20,49431.8280493454,38713.4518078618,39901.3,28982.032,0.9643,0.6055,"0.9385"
1,9,51,20,25960.8607449836,26411.8343691479,28719.6388888889,19300.738,0.8945,0.9474,"0.8444"
1,9,52,20,30277.3624327822,30398.8527118524,25348.414,25348.414,0.8625,0.941,"No need to compare!"
1,9,53,20,24626.5733211987,24857.6058180094,70937.2375,18551.39,0.9947,0.9727,"0.9991"
1,9,54,20,39548.070562236,38768.2171163763,37149.4222222222,16908.306,0.7411,0.4398,"0.8124"
1,9,55,20,34479.3757483342,27939.4451700157,31882.3375,24595.068,0.8981,0.9747,"0.9297"
1,9,56,20,46231.9634515519,46110.3185272787,36054.166,36054.166,0.9906,0.882,"No need to compare!"
1,9,57,20,32310.5919745309,32182.9738501238,34948.75,33102.962,0.9835,0.9695,"0.9855"
1,9,58,20,26222.2527910343,23450.4342046268,21272.3333333333,15860.854,0.9467,0.939,"0.9455"
1,9,59,20,38832.3180966733,21429.9681034024,23283.809375,19335.04,0.7228,0.8845,"0.9581"
1,9,60,20,31028.9600914583,31119.6803657013,33617.240625,26554.336,0.9958,0.984,"0.9972"
1,9,61,20,16918.2739827551,16888.6650471696,27593.7722222222,18480.126,0.9959,0.9338,"0.9994"
1,9,62,20,25702.0091335762,21856.6480099759,22926.20625,19601.152,0.8688,0.9911,"0.9491"
1,9,63,20,25600.0080021832,25332.1903821956,20041.846,20041.846,0.9774,0.9629,"No need to compare!"
1,9,64,20,33087.9852251175,32507.9486334458,25470.071875,22818.92,0.6015,0.6971,"0.7257"
1,9,65,20,24184.6886402104,20100.5030482333,20826.3388888889,12678.95,0.9874,0.9937,"0.9792"
1,9,66,20,25695.1181926783,25747.6015540325,31577.6277777778,23174.956,0.9967,0.9935,"0.9991"
1,9,67,20,23286.9206259772,22121.0926488019,20283.8375,19528.324,0.9844,0.9973,"0.9933"
1,9,68,20,73081.1560344449,72492.3592111586,80035.4666666666,32230.142,0.9954,0.9955,"0.9928"
1,9,69,20,25728.4965306261,25040.6457623762,27221.921875,26297.712,0.9861,0.9717,"0.9947"
1,9,70,20,22693.5711135667,19870.5332429594,21154.515625,17682.24,0.9029,0.9895,"0.9958"
1,9,71,20,40630.1711321816,39242.6207978675,85445.425,16976.938,0.999,0.9934,"0.9991"
1,9,72,20,30760.1794806752,30753.4881321455,30277.55,30254.79,0.9947,0.9996,"0.9904"
1,9,73,20,34395.5365285386,34373.5572382817,34563.742,34563.742,0.9988,0.9813,"No need to compare!"
1,9,74,20,38460.2430597279,38886.9692032854,29422.965625,22730.586,0.3963,0.3981,"0.9181"
1,9,75,20,30928.8945230762,29836.9865865943,28598.5875,26700.456,0.9809,0.9929,"0.9981"
1,9,76,20,21034.5503068127,21200.1280462516,23298.166,23298.166,1,1,"No need to compare!"
1,9,77,20,30462.8365860848,27366.9171646761,23388.026,23388.026,0.9396,0.9834,"No need to compare!"
1,9,78,20,21097.419693688,20960.510313274,21235.326,21235.326,1,0.9994,"No need to compare!"
1,9,79,20,28136.8240277804,28192.2043503509,34263.190625,26826.672,0.9178,0.9735,"0.9468"
1,9,80,20,40883.8035970003,34628.1449730124,26835.8666666667,16072.578,0.999,0.9985,"0.9984"
1,9,81,20,26722.6719488295,26926.0726969856,32187.3333333333,16733.678,0.9154,0.9652,"0.9659"
1,9,82,20,35771.0099073273,35839.0055546133,34372.904,34372.904,0.4387,0.4105,"No need to compare!"
1,9,83,20,35446.7916545515,35645.4970394922,39805.971875,32221.46,0.9988,0.9991,"0.945"
1,9,84,20,59897.4942351363,58550.0541447298,30104.9944444444,16336.608,0.8854,0.9233,"0.997"
1,9,85,20,30390.6994292977,30567.9181195942,33402.509375,25209.45,0.9987,0.998,"0.9935"
1,9,86,20,32241.7276840037,31932.4241659968,37940.175,29223.176,0.9657,0.848,"0.9364"
1,9,87,20,77327.9884533376,75350.2867666605,103732.2,28318.134,0.9202,0.9226,"0.9231"
1,9,88,20,31926.395534978,28438.9060772764,34111.35,23627.704,0.9707,0.9564,"0.9786"
1,9,89,20,24895.2221797545,18836.9386251459,13254.521875,11990.406,0.7067,0.9837,"0.8537"
1,9,90,20,42793.5025371851,37074.7779030821,29868.865625,29540.268,0.886,0.9752,"0.9998"
1,9,91,20,27103.9386321776,26983.9735180263,33205.0375,23340.956,0.9963,0.9978,"0.9943"
1,9,92,20,74127.9612812207,66028.5099186252,39610.2,20143.426,0.9977,0.9993,"0.9996"
1,9,93,20,13385.3092482005,13271.399124136,16923.2722222222,13791.84,0.9997,0.9976,"0.9998"
1,9,94,20,23783.7873316241,23671.6977855116,23306.475,23148.73,0.981,0.9991,"0.9992"
1,9,95,20,38856.1283260463,36655.3271643248,40175.5055555556,18250.954,0.5409,0.8431,"0.7454"
1,9,96,20,29549.8842230802,29451.9383940824,26379.9666666666,22912.73,0.9414,0.9409,"0.942"
1,9,97,20,22947.7321827913,22719.064015938,24312.9375,14478.082,0.9925,0.9964,"0.9985"
1,9,98,20,31108.5499266697,30524.5533660562,33265.38125,23235.032,0.9755,0.9841,"0.9864"
1,9,99,20,42048.6863259596,42065.6464840118,40893.72,40893.72,0.6716,0.6747,"No need to compare!"
1,9,100,20,30022.0621718846,29524.096470468,33289.021875,24921.504,0.9986,0.9939,"0.9389"
1,10,1,20,30827.8417932851,NA,23184.6444444445,24333.99,0.7585,NA,"0.7568"
1,10,2,20,36608.4924654777,29072.3576327244,18169.0944444445,22330.174,0.9649,0.9269,"0.9616"
1,10,3,20,33994.1410251652,33994.1176302504,40992.3666666667,28898.348,0.8823,0.9758,"0.9917"
1,10,4,20,37769.8179537612,17368.8183397416,18937.1944444444,26005.424,0.9987,0.9718,"0.9913"
1,10,5,20,18078.93403987,15966.260690862,21570.71875,25037.806,0.9976,0.9806,"0.9537"
1,10,6,20,26341.0016660913,23351.1821190541,11210.6,21476.58,0.9972,0.9939,"0.9985"
1,10,7,20,30941.4559111632,30239.6288894007,26506.8,34564.138,0.9919,0.9815,"0.9883"
1,10,8,20,53496.6892110536,20407.690032238,13560.2444444445,22315.116,0.9988,0.9871,"0.9735"
1,10,9,20,26722.1052512641,23251.8461623148,16011.65,21326.466,0.9877,0.9691,"0.9544"
1,10,10,20,21992.3310551755,22827.594555518,17756.9,23394.92,0.9957,0.996,"0.9477"
1,10,11,20,12976.6263072978,13255.8216983749,15182.7777777778,21453.876,0.9825,0.9835,"0.9825"
1,10,12,20,81960.7082021931,17198.7775279832,15178.0166666667,17258.836,0.9983,0.996,"0.986"
1,10,13,20,17436.1180161664,17424.4754216366,17744.6666666667,20846.916,0.9578,0.9986,"0.9948"
1,10,14,20,22523.9901232045,15746.7447492468,12943.5555555556,20960.614,0.9948,0.9409,"0.9752"
1,10,15,20,20209.2475071404,19457.7300662758,36432.9611111111,30571.95,0.999,0.9973,"1"
1,10,16,20,19591.074318566,18396.5021326152,21194.95625,29499.768,0.9992,0.9937,"0.9614"
1,10,17,20,80949.7196131058,55636.0022846929,23513.5666666667,23553.244,0.6103,0.6146,"0.5972"
1,10,18,20,19412.2081984149,NA,18270.796875,23035.73,0.9963,NA,"0.9735"
1,10,19,20,24536.1950307048,24818.7834802057,21118.9625,30789.22,0.9987,0.9995,"0.9939"
1,10,20,20,15789.2937348554,15755.9474033237,15839.8777777778,19010.42,0.9934,0.9925,"0.9896"
1,10,21,20,23740.3328499962,24444.8149737902,20036.403125,25789.14,0.9944,0.9967,"0.9712"
1,10,22,20,8272.49239853201,7425.74509919305,13854.98125,19673.082,0.9949,0.9994,"0.996"
1,10,23,20,67363.7246069446,23800.2068073339,23489.175,26382.736,0.9992,0.8729,"0.8099"
1,10,24,20,48124.8359867977,18601.0175694905,18908.940625,28079.174,0.9994,0.9984,"0.9983"
1,10,25,20,16075.2598779634,16422.5694976473,15305.8944444444,21259.94,0.9922,0.9914,"0.9935"
1,10,26,20,37787.8534910558,28468.5052649576,11560.5944444445,17291.446,0.9992,0.9844,"0.9798"
1,10,27,20,31945.3849847709,NA,25533.11875,32416.85,0.9716,NA,"0.9392"
1,10,28,20,33361.0393023253,22584.1421637282,18808.1888888889,22699.084,0.8804,0.9511,"0.9948"
1,10,29,20,20665.1035548871,18689.238764051,16103.7611111111,20336.098,0.9647,0.9674,"0.9646"
1,10,30,20,26963.8245659883,20234.9416461121,14555.6944444444,24212.954,0.9988,0.9666,"0.9979"
1,10,31,20,26884.9146704849,26964.4875953732,24308.803125,29422.542,0.9441,0.9432,"0.9953"
1,10,32,20,20179.2640505025,21611.9012600911,20602.240625,24056.346,0.996,0.9929,"0.9368"
1,10,33,20,14096.4992819725,14466.2497426208,16372.7666666667,16813.67,0.992,0.992,"0.995"
1,10,34,20,22015.5151954942,25076.7348826499,17174.4777777778,18337.228,0.9304,0.9277,"0.933"
1,10,35,20,12920.9107435318,13286.4609341607,19519.80625,25768.332,0.9987,0.996,"0.9965"
1,10,36,20,21812.8935654828,19713.8493773626,19172.6111111111,19380.45,0.9218,0.8754,"0.6718"
1,10,37,20,14090.4954818773,NA,17170.4444444445,18694.662,0.9913,NA,"0.9926"
1,10,38,20,14132.8340470924,14429.3777863854,15995.8166666667,20555.216,0.986,0.9158,"0.9946"
1,10,39,20,12120.9831050511,12662.6875954209,17772.778125,25220.782,0.9997,0.9984,"1"
1,10,40,20,12317.9229424229,12392.0399607882,16765.74375,26501.198,0.9999,0.9998,"0.9998"
1,10,41,20,14572.0790044059,14704.6005590579,13904.5444444445,14134.196,0.9895,0.9868,"0.9912"
1,10,42,20,14084.4053573691,14210.2239296778,15484.0722222222,19770.066,0.9962,0.9969,"0.9972"
1,10,43,20,29842.4071466915,27848.6804001477,15712.3833333333,24909.048,0.9916,0.9552,"0.9922"
1,10,44,20,18692.2440188229,16310.7396238741,18709.940625,23338.754,0.9862,0.9815,"0.9912"
1,10,45,20,16374.4896866536,13990.4599777072,12640.9888888889,25029.036,0.992,0.9235,"0.9998"
1,10,46,20,23110.9442032831,22192.4304058855,18427.8222222222,21331.47,0.9918,0.9723,"0.9901"
1,10,47,20,7756.93967092885,7887.97465830929,9244.3388888889,15373.674,0.9934,0.9998,"0.9929"
1,10,48,20,38828.8359068195,23981.2776704421,19303.9444444444,23539.162,0.9946,0.8977,"0.8988"
1,10,49,20,14874.7609653932,14567.8224350313,10586.7444444445,16892.246,0.9962,0.9893,"0.9923"
1,10,50,20,18815.0074750842,15309.2215296925,18087.328125,27579.31,0.9999,0.9996,"0.9983"
1,10,51,20,18760.6225911963,16682.3343911263,6159.56666666666,11749.07,0.9822,0.9935,"0.9851"
1,10,52,20,24853.7198015729,10644.1178364745,11607.2444444444,16037.828,0.9417,0.9105,"0.9122"
1,10,53,20,13163.3861601016,13523.4309969659,11136.7722222222,12156.106,0.9924,0.9986,"0.9941"
1,10,54,20,14827.3118979789,14910.3570272455,17626.334375,20389.072,0.9981,0.9976,"0.9855"
1,10,55,20,18173.1474622161,17182.2777502212,22084.775,32458.836,0.9988,0.9989,"0.9984"
1,10,56,20,16618.871745222,NA,21817.678125,30028.672,0.9995,NA,"0.9861"
1,10,57,20,18685.7777700702,18707.4777377926,22340.984375,27810.868,0.9966,0.994,"0.9928"
1,10,58,20,18994.4218383782,16785.1346206493,7369.51111111111,17782.47,0.9981,0.9988,"0.9994"
1,10,59,20,17218.7248635065,17012.5379206606,15775.21875,27355.186,0.9991,0.9987,"0.9996"
1,10,60,20,82224.4971679149,19120.9159793986,15464.103125,23386.476,0.9991,0.997,"0.9989"
1,10,61,20,39878.5013036749,42644.6307275909,19523.78125,24702.82,0.9878,0.987,"0.9872"
1,10,62,20,16628.150734712,13503.2679362241,17201.1375,21128.562,0.9774,0.9753,"0.9366"
1,10,63,20,16745.0014051832,18133.6299951715,19235.421875,26018.876,0.9996,1,"0.9986"
1,10,64,20,22622.5373872628,22448.8646542882,14632.0722222222,23416.838,0.9385,0.9432,"0.9304"
1,10,65,20,24142.7485416649,17376.0400510229,14621.4125,21900.966,0.9997,0.989,"0.9877"
1,10,66,20,39249.0978732068,11755.8413290821,13881.4722222222,18260.968,0.9991,0.9246,"0.9935"
1,10,67,20,15024.8080906924,14350.248302052,17083.1875,25672.474,0.9996,1,"0.9997"
1,10,68,20,19956.5538907222,19101.5932446312,17892.2611111111,25303.47,0.992,0.9804,"0.9991"
1,10,69,20,24310.4207329971,22828.8239599082,17346.2388888889,30107.616,0.9961,0.9955,"0.9995"
1,10,70,20,11808.4930804756,11195.5234470329,17190.946875,24926.334,0.9976,0.9984,"0.9948"
1,10,71,20,22598.5572938829,14259.3907607612,10247.2944444445,15276.99,0.9636,0.9762,"0.9904"
1,10,72,20,36544.2293257047,24600.9546136055,16960.4888888889,23060.154,0.9527,0.9637,"0.761"
1,10,73,20,42745.6043707743,22472.3896717331,19716.7333333333,23852.528,0.9992,0.9443,"0.9803"
1,10,74,20,41462.5019155704,10571.0247549851,10181.2277777778,18645.726,0.9992,0.9986,"0.9996"
1,10,75,20,19025.2629072291,19098.0841706613,33474.0888888889,26598.238,0.9984,0.9783,"0.9996"
1,10,76,20,15727.5731867571,15931.9178767831,14737.6055555556,22066.282,0.9953,0.9653,"0.9881"
1,10,77,20,21386.4500831248,13584.6786846629,16349.7125,26253.14,0.9964,0.9948,"0.998"
1,10,78,20,27983.1380458698,18786.448804431,11443.1166666667,21755.316,0.9998,0.9961,"0.9978"
1,10,79,20,42171.4374398267,NA,18201.9777777778,21159.822,0.9991,NA,"0.9679"
1,10,80,20,30038.6897518184,29045.2499994711,22307.56875,30457.268,0.9961,0.9972,"0.9928"
1,10,81,20,26141.6504000486,NA,20279.15625,23498.108,0.9962,NA,"0.9946"
1,10,82,20,18821.370195085,18355.4197256874,19348.5555555556,25125.312,0.9915,0.9973,"0.993"
1,10,83,20,33356.8010391719,18801.2190994717,22918.909375,29639.208,0.9989,0.9635,"0.9992"
1,10,84,20,32556.2886500223,27258.6602348531,20123.04375,26368.188,0.9984,0.9864,"0.9953"
1,10,85,20,20259.7812261958,14582.3208862503,19608.31875,22560.244,0.9791,0.9569,"0.9781"
1,10,86,20,28354.1708054358,20948.694503182,19429.88125,27645.996,0.9953,0.9938,"0.9955"
1,10,87,20,34289.2769292291,21723.760015284,9907.82222222223,20461.36,0.9996,0.991,"0.9951"
1,10,88,20,112244.935280937,15584.4512727611,19091.234375,25865.966,0.9987,0.8925,"0.9866"
1,10,89,20,15026.2640375955,15086.1850566356,15562.215625,21985.1,0.9983,0.9994,"0.9782"
1,10,90,20,23397.1647121892,15292.1890879038,12087.8444444444,20542.676,0.9994,0.9969,"0.9992"
1,10,91,20,81394.2553032104,36159.8690292782,25586.78125,32266.976,0.9987,0.9692,"0.9223"
1,10,92,20,15943.3079221888,16129.4581892039,16859.85,22473.502,0.9931,0.9898,"0.9958"
1,10,93,20,15642.9654330203,15156.1560978838,18651.803125,24595.252,0.9976,0.9959,"0.9724"
1,10,94,20,14847.0138720231,12500.3771505975,19311.109375,25200.43,0.9996,0.9981,"0.9797"
1,10,95,20,15808.4777115525,16409.2235842958,15732.5888888889,13879.652,0.9885,0.9501,"0.9545"
1,10,96,20,35826.5826403863,36079.3076573148,25492.8875,31357.916,0.9969,0.9948,"0.9357"
1,10,97,20,18545.807092979,NA,16359.1777777778,20976.98,0.9916,NA,"0.9593"
1,10,98,20,19932.8114069702,20448.1524123389,15873.3333333333,25583.368,0.9996,0.9885,"0.9999"
1,10,99,20,132819.735504412,18087.4225401104,16515.05,29886.426,0.9993,0.9046,"0.9884"
1,10,100,20,13008.3324499808,13188.8152225654,14436.2055555556,22721.654,0.9998,0.9906,"1"
2,1,1,20,16071.4700430061,15963.8034652647,16766.178125,16637.352,0.8409,0.8804,"0.8386"
2,1,2,20,23747.5951701598,23256.2258101973,12288.003125,9243.34199999999,0.978,0.9553,"0.9055"
2,1,3,20,11107.3218479438,12814.6840063845,12986.153125,10749.986,0.9799,0.9962,"0.9779"
2,1,4,20,11705.3801040217,11903.8596611068,12569.509375,13681.192,0.2283,0.8473,"0.7569"
2,1,5,20,18698.8897004892,16407.4643101008,13731.65,10672.834,0.9993,0.8605,"0.9993"
2,1,6,20,17008.1123750924,17141.0591364511,17514.915625,14398.572,0.9984,0.993,"0.9969"
2,1,7,20,11648.3589351172,10201.3235280339,11127.465625,12158.928,0.9887,0.9936,"0.8939"
2,1,8,20,17912.639846452,18159.7469363873,15435.24375,16362.318,0.9429,0.933,"0.9723"
2,1,9,20,21958.6640174585,19331.4921587661,26100.1444444445,12946.394,0.9825,0.9086,"0.9834"
2,1,10,20,26496.5878672916,22173.9804190041,23923.8125,13788.892,0.9651,0.9952,"0.9381"
2,1,11,20,16640.2638739238,18875.9836630012,13519.253125,13840.526,0.5347,0.896,"0.7574"
2,1,12,20,46080.2650145766,19398.215033878,25802.0055555556,12070.596,0.9983,0.9643,"0.8266"
2,1,13,20,56522.2255724005,15493.0615051237,10010.03,10010.03,0.9989,0.9842,"No need to compare!"
2,1,14,20,24017.225478572,21458.5116855345,27494.7611111111,12088.994,0.9983,0.9984,"0.9992"
2,1,15,20,18275.9922094126,18300.3581062096,18310.16875,17096.048,0.5639,0.1167,"0.4353"
2,1,16,20,14226.6271062346,14359.4589734387,14770.596,14770.596,0.9932,0.9889,"No need to compare!"
2,1,17,20,23584.0608599802,16134.5761807796,10554.353125,11115.086,0.9989,0.9991,"0.9961"
2,1,18,20,8521.25681952308,8559.44311017214,8798.94200000001,8798.94200000001,1,0.996,"No need to compare!"
2,1,19,20,71279.8152512851,10366.5306845484,11514.453125,8867.596,0.9986,0.9997,"0.9997"
2,1,20,20,17556.8253704759,17031.6648981672,10034.478,10034.478,0.988,0.9561,"No need to compare!"
2,1,21,20,18705.5929046223,18778.1178146234,20968.2888888889,10645.54,0.9978,0.999,"0.8333"
2,1,22,20,13818.6108862277,13956.1680740652,14320.99375,11235.298,0.9157,0.9986,"0.9998"
2,1,23,20,8116.63431079102,10884.4331667835,12512.725,10999.704,0.9353,0.9876,"0.8958"
2,1,24,20,8930.28404034232,8973.30480267242,12546.008,12546.008,0.9928,0.9786,"No need to compare!"
2,1,25,20,18717.4747718807,8434.64460435801,9727.05,9727.05,0.9987,0.9942,"No need to compare!"
2,1,26,20,36538.6416313874,18901.7470031777,12683.778125,10471.666,0.9985,0.9255,"0.9269"
2,1,27,20,44901.4285194226,10708.799513971,10959.442,10959.442,0.9987,0.9994,"No need to compare!"
2,1,28,20,63272.9903346191,21783.0187923451,23710.2388888889,13318.526,0.9995,0.7797,"0.9789"
2,1,29,20,14821.980569294,15400.1730387674,13342.309375,12922.508,0.9986,0.9991,"0.9885"
2,1,30,20,9024.15014809062,7346.01076867405,10966.04375,7832.214,0.992,0.9905,"0.9907"
2,1,31,20,11429.7221622396,16628.1711717434,16880.884375,14199.794,0.977,0.9336,"0.8507"
2,1,32,20,8260.0554140983,7922.4275375439,7490.4875,6148.95,0.9916,0.9916,"0.9956"
2,1,33,20,18456.0489461979,15287.9211684446,10585.196875,10443.494,0.9708,0.9983,"0.969"
2,1,34,20,18987.7643159761,18744.1791365631,24115.5777777778,12337.852,0.9549,0.9945,"0.9247"
2,1,35,20,11493.5359650383,12080.3063112739,13916.44375,14866.958,0.7051,0.8383,"0.8067"
2,1,36,20,16421.0807656894,16504.1398677553,19815.41875,9706.312,0.9988,0.9915,"0.9995"
2,1,37,20,18070.1068323409,17280.443268568,10049.202,10049.202,0.9547,0.99,"No need to compare!"
2,1,38,20,14924.331820993,14991.0301973441,14010.258,14010.258,0.9451,0.98,"No need to compare!"
2,1,39,20,12393.8902733192,13036.5582752323,10381.96,10381.96,0.9946,0.9871,"No need to compare!"
2,1,40,20,13196.7753386933,13352.9064535783,14414.821875,11605.494,0.9939,0.9652,"0.9279"
2,1,41,20,16247.5977801658,16274.4380372201,10753.846875,9843.69,0.9512,0.9547,"0.9513"
2,1,42,20,12786.6035576154,12702.8867344551,11084.178125,11442.674,0.9999,0.9665,"1"
2,1,43,20,8584.79992086008,8848.32529646984,8546.364,8546.364,0.9995,0.9981,"No need to compare!"
2,1,44,20,19285.6147661199,19296.6813309113,9476.058,9476.058,0.6646,0.9524,"No need to compare!"
2,1,45,20,48411.3965333072,17082.0659813556,16728.208,16728.208,0.9983,0.8969,"No need to compare!"
2,1,46,20,63421.4514323733,19185.9703040357,20094.4611111111,13539.932,0.9991,0.8047,"0.9991"
2,1,47,20,12441.1889282945,12521.1029125421,17208.15,13703.206,0.8551,0.9123,"0.9321"
2,1,48,20,25595.0849875895,10647.1554635718,10165.021875,10440.922,0.9983,0.9886,"0.965"
2,1,49,20,45163.1206959844,18436.0176717962,22269.7388888889,16400.544,0.9979,0.9483,"0.9979"
2,1,50,20,16839.5793936716,18197.2571734414,13655.603125,14660.984,0.9118,0.9606,"0.4964"
2,1,51,20,4106.0420173433,4322.15575376977,6408.784375,6538.202,0.908,0.9112,"0.908"
2,1,52,20,8402.57623114855,8536.11523423189,9870.9125,10263.68,0.9701,0.7975,"0.9999"
2,1,53,20,40391.1724731956,17890.289987838,23801.4611111111,12406.002,0.9991,0.953,"0.8668"
2,1,54,20,13805.9021249915,13609.19003478,15585.1722222222,10315.712,0.9336,0.9957,"0.999"
2,1,55,20,21619.2933763673,17368.7673816809,17250.178125,17813.004,0.9988,0.7194,"0.74"
2,1,56,20,12795.5759914885,13686.2081212014,9580.348,9580.348,0.9805,1,"No need to compare!"
2,1,57,20,15828.7697258143,13850.3241140084,13805.29375,12934.514,0.9786,0.9566,"0.903"
2,1,58,20,10143.9060296203,10331.0674529793,10356.31,10356.31,0.9826,0.996,"No need to compare!"
2,1,59,20,89352.126562678,19407.0725780601,22402.9777777778,15749.6,0.9989,0.7846,"0.9989"
2,1,60,20,22896.1502309515,6131.47513659722,11067.803125,8156.234,0.9991,0.9987,"0.9999"
2,1,61,20,12049.6658130391,14094.8051163895,10902.578125,11192.274,0.9501,0.9436,"0.9831"
2,1,62,20,9673.16471779162,9820.85542586137,12835.6,10296.87,0.9947,0.9906,"0.9981"
2,1,63,20,11991.6709837859,11752.2325265183,10636.104,10636.104,0.9789,0.9611,"No need to compare!"
2,1,64,20,17383.9735214925,16062.2297314414,16828.221875,16743.516,0.9925,0.7959,"0.9462"
2,1,65,20,9040.62276496961,9197.38216735701,10008.226,10008.226,0.9976,0.9995,"No need to compare!"
2,1,66,20,20056.6199848901,12004.0953830993,12429.715625,13005.074,0.9991,0.3889,"0.8822"
2,1,67,20,11051.2703781682,11056.6368982119,11586.308,11586.308,0.9215,0.9846,"No need to compare!"
2,1,68,20,23926.3714646639,21780.807462736,29808.3833333333,14068.668,0.9844,0.81,"0.9904"
2,1,69,20,16745.6962285165,17458.8801992634,22008.8444444445,17509.106,0.6909,0.7108,"0.9987"
2,1,70,20,9771.95697743564,9816.2838199395,10464.896875,10575.516,0.9977,0.9982,"0.9985"
2,1,71,20,8427.96062624066,9450.34762667957,16636.1888888889,9750.526,0.9985,0.9974,"0.9988"
2,1,72,20,43345.7858465714,18878.5645480379,10212.459375,10767.002,0.999,0.965,"0.9622"
2,1,73,20,19048.8321255986,21151.063379621,13335.308,13335.308,0.9573,0.9795,"No need to compare!"
2,1,74,20,80408.0657911405,7184.54861857152,12056.9222222222,9058.482,0.9992,0.9903,"0.9992"
2,1,75,20,14709.051445001,14400.4001826037,13861.36875,12532.266,0.6831,0.8454,"0.3082"
2,1,76,20,27798.0666935747,20449.0321117347,26129.5222222222,13061.156,0.9474,0.9143,"0.9502"
2,1,77,20,7882.63257024582,7901.96419207837,9826.024,9826.024,0.9996,0.9991,"No need to compare!"
2,1,78,20,29265.0918419119,21789.5095980241,13679.498,13679.498,0.9989,0.9976,"No need to compare!"
2,1,79,20,24816.6366588992,19473.2821988256,14959.125,12477.062,0.9991,0.6588,"0.9891"
2,1,80,20,13389.9156700185,10244.9509570107,17703.4333333333,9919.248,0.9984,0.9999,"0.9989"
2,1,81,20,12203.6140403651,12768.5075158554,12891.309375,10668.652,0.9933,0.9819,"0.9903"
2,1,82,20,30545.6540650233,22169.9560648028,13474.321875,12814.248,0.9986,0.9209,"0.9575"
2,1,83,20,22223.5072923243,20391.1124264909,25552.6833333333,12635.802,0.9974,0.9807,"0.9992"
2,1,84,20,16478.5084087582,17778.3863326279,25793.5611111111,17982.104,0.9191,0.8471,"0.7295"
